rank,name,surname,country,sport,gold,silver,bronze,medals,url
149,SEONHO,KIM,Republic of Korea,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Seonho-3015027/
149,WANJIN,KANG,Republic of Korea,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KANG-Wanjin-3015031/
149,ZICHENG,HUI,China,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HUI-Zicheng-3015105/
149,ZHAONAN,YAO,China,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAO-Zhaonan-3015454/
149,JIAYU,WU,China,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WU-Jiayu-3015521/
149,JONGWON,CHON,Republic of Korea,Sport Climbing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHON-Jongwon-3016267/
149,Bumkeun,Song,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SONG-Bumkeun-3016607/
149,Jinya,Kim,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Jinya-3016616/
149,Minjae,Kim,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Minjae-3016634/
149,Hyunsoo,Hwang,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HWANG-Hyunsoo-3016646/
149,Taewook,Jeong,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JEONG-Taewook-3016647/
149,Yumin,Cho,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHO-Yumin-3016656/
149,Moonhwan,Kim,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Moonhwan-3016666/
149,Siyoung,Lee,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Siyoung-3016670/
149,Yunho,Jang,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JANG-Yunho-3016688/
149,Seungmo,Lee,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Seungmo-3016693/
149,Jungmin,Kim,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Jungmin-3016707/
149,Inbeom,Hwang,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HWANG-Inbeom-3016737/
149,Jinhyun,Lee,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Jinhyun-3016749/
149,Sangho,Na,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NA-Sangho-3016756/
149,Seungwoo,Lee,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Seungwoo-3016763/
149,Hee Chan,Hwang,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HWANG-Hee-Chan-3016778/
149,Heung Min,Son,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SON-Heung-Min-3016780/
149,Hyeonwoo,Jo,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JO-Hyeonwoo-3016789/
149,Ui Jo,Hwang,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HWANG-Ui-Jo-3016800/
149,FANPU,LYU,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LYU-Fanpu-3016845/
149,XIONG,XIONG,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/XIONG-Xiong-3016849/
149,XIAOXIONG,LI,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Xiaoxiong-3016913/
149,JINGBIN,ZHAO,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHAO-Jingbin-3016915/
149,CHAO,ZHAO,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHAO-Chao-3016935/
149,YOUNGJEON,CHOI,Republic of Korea,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHOI-Youngjeon-3017667/
149,YOUJIN,JEONG,Republic of Korea,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JEONG-Youjin-3017707/
149,HYUNWOO,SHIN,Republic of Korea,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHIN-Hyunwoo-3017843/
149,EKO YULI,IRAWAN,Indonesia,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/IRAWAN-Eko-Yuli-3018303/
149,Geonung,Kim,Republic of Korea,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Geonung-3018622/
149,Kaihua,Wang,China,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Kaihua-3018873/
149,MUHAD,YAKIN,Indonesia,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAKIN-Muhad-3019612/
149,TANZIL,HADID,Indonesia,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HADID-Tanzil-3019620/
149,UJANG,HASBULLOH,Indonesia,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HASBULLOH-Ujang-3019621/
149,RIO RIZKI,DARMAWAN,Indonesia,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DARMAWAN-Rio-Rizki-3019635/
149,JEFRI,ARDIANTO,Indonesia,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ARDIANTO-Jefri-3019636/
149,KHOIFUL,MUKHIB,Indonesia,Cycling Mountain Bike,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MUKHIB-Khoiful-3019884/
149,RIFKI ARDIANSYAH,ARROSYIID,Indonesia,Karate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ARROSYIID-Rifki-Ardiansyah-3020193/
149,MENGFAN,LI,China,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Mengfan-3021303/
149,Yuxiang,Tian,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TIAN-Yuxiang-3021445/
149,HUA,POON,Singapore,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/POON-Hua-3021446/
149,CHOON CHOU,LOO,Singapore,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LOO-Choon-Chou-3021448/
149,YUKUN,ZHANG,Singapore,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Yukun-3021449/
149,KIEN HOONG,FONG,Singapore,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/FONG-Kien-Hoong-3021451/
149,FENG GUI DESMOND,OH,Singapore,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OH-Feng-Gui-Desmond-3021453/
149,YISHENG KELVIN,ONG,Singapore,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ONG-Yisheng-Kelvin-3021454/
149,ALEXEY,DERGUNOV,Kazakhstan,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DERGUNOV-Alexey-3021640/
149,YEVGENIY,ALEXEYEV,Kazakhstan,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALEXEYEV-Yevgeniy-3021641/
149,LIANG,ZHANG,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Liang-3021755/
149,XUEWU,ZHOU,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHOU-Xuewu-3021756/
149,Hinayah,Muhammad,Indonesia,Sport Climbing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MUHAMMAD-Hinayah-3022170/
149,Sufriyanto,Rindi,Indonesia,Sport Climbing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RINDI-Sufriyanto-3022171/
149,Dzar Yulianto,Abu,Indonesia,Sport Climbing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ABU-Dzar-Yulianto-3022172/
149,Leonardo,Veddriq,Indonesia,Sport Climbing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/VEDDRIQ-Leonardo-3022174/
149,CHRISTOPHER BENJAMIN,RUNGKAT,Indonesia,Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RUNGKAT-Christopher-Benjamin-3022478/
149,Mohammadtaher,Vadi,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/VADI-Mohammadtaher-3023220/
149,Mohammadjavad,Manavinezhad,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MANAVINEZHAD-Mohammadjavad-3023231/
149,Saman,Faezi,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/FAEZI-Saman-3023233/
149,Amir Hossein,Toukhteh,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TOUKHTEH-Amir-Hossein-3023238/
149,Saber,Kazemi,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KAZEMI-Saber-3023242/
149,Mohammadreza,Hazratpourtalatappeh,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HAZRATPOURTALATAPPEH-Mohammadreza-3023260/
149,Morteza,Sharifi,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHARIFI-Morteza-3023262/
149,YOSHITAKU,NAGASAKO,Japan,Cycling BMX,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NAGASAKO-Yoshitaku-3024124/
149,Takuya,HANEDA,Japan,Canoe/Kayak Slalom,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HANEDA-Takuya-3024141/
149,Wai Hung,Shek,"Hong Kong, China",Artistic Gymnastics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHEK-Wai-Hung-3024724/
149,HANIFAN,YUDANI KUSUMAH,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YUDANI-KUSUMAH-Hanifan-3025166/
149,IQBAL CANDRA,PRATAMA,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PRATAMA-Iqbal-Candra-3025167/
149,KOMANG HARIK,ADI PUTRA,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ADI-PUTRA-Komang-Harik-3025168/
149,AJI BANGKIT,PAMUNGKAS,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PAMUNGKAS-Aji-Bangkit-3025169/
149,SUGIANTO,SUGIANTO,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SUGIANTO-Sugianto-3025170/
149,YOLA PRIMADONA,JAMPIL,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JAMPIL-Yola-Primadona-3025171/
149,HENDY,HENDY,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HENDY-Hendy-3025172/
149,NUNU,NUGRAHA,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NUGRAHA-Nunu-3025173/
149,ASEP YULDAN,SANI,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SANI-Asep-Yuldan-3025174/
149,ANGGI FAISAL,MUBAROK,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MUBAROK-Anggi-Faisal-3025175/
149,ABDUL,MALIK,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MALIK-Abdul-3025180/
149,REN,YONEZAWA,Japan,Golf,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YONEZAWA-Ren-3025443/
149,MASAYUKI,MIYAURA,Japan,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MIYAURA-Masayuki-3025796/
149,MASAHIRO,TAKEDA,Japan,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TAKEDA-Masahiro-3025811/
149,RYUTARO,ARAGA,Japan,Karate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ARAGA-Ryutaro-3025817/
149,RYO,KIYUNA,Japan,Karate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIYUNA-Ryo-3025818/
149,Masashi,EBINUMA,Japan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/EBINUMA-Masashi-3025829/
149,Kentaro,IIDA,Japan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/IIDA-Kentaro-3025835/
149,Kokoro,KAGEURA,Japan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KAGEURA-Kokoro-3025839/
149,Takeshi,OJITANI,Japan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OJITANI-Takeshi-3025853/
149,Shingen,Furuya,Japan,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/FURUYA-Shingen-3025974/
149,Shinji,Hachiyama,Japan,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HACHIYAMA-Shinji-3025975/
149,Isozaki,Tetsuya,Japan,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TETSUYA-Isozaki-3025983/
149,Takayanagi,Akira,Japan,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AKIRA-Takayanagi-3025994/
149,AYATSUGU,HIRAI,Japan,Swimming,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HIRAI-Ayatsugu-3026130/
149,REO,SAKATA,Japan,Swimming,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SAKATA-Reo-3026170/
149,TSENDBAATAR,ERDENEBAT,Mongolia,Boxing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ERDENEBAT-Tsendbaatar-3026391/
149,KENTA,HIRANAGA,Japan,Equestrian,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HIRANAGA-Kenta-3026420/
149,RYUZO,KITAJIMA,Japan,Equestrian,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KITAJIMA-Ryuzo-3026424/
149,KAZUKI,SADO,Japan,Equestrian,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SADO-Kazuki-3026434/
149,MASANAO,TAKAHASHI,Japan,Equestrian,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TAKAHASHI-Masanao-3026444/
149,SHUNSUKE,TERUI,Japan,Equestrian,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TERUI-Shunsuke-3026446/
149,TAKAYUKI,YUMIRA,Japan,Equestrian,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YUMIRA-Takayuki-3026449/
149,Yusuke,KOBAYASHI,Japan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KOBAYASHI-Yusuke-3026481/
149,Shuhei,Tada,Japan,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TADA-Shuhei-3026683/
149,Keisuke,Ushiro,Japan,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/USHIRO-Keisuke-3026715/
149,Seito,Yamamoto,Japan,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAMAMOTO-Seito-3026728/
149,Aska Antonio,Cambridge,Japan,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CAMBRIDGE-Aska-Antonio-3026753/
149,Hiroto,Inoue,Japan,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/INOUE-Hiroto-3026789/
149,Hayato,Katsuki,Japan,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KATSUKI-Hayato-3026804/
149,Yoshihide,Kiryu,Japan,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIRYU-Yoshihide-3026821/
149,Max John,Woodward,"Hong Kong, China",Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WOODWARD-Max-John-3026992/
149,Michael Richard,Coverdale,"Hong Kong, China",Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/COVERDALE-Michael-Richard-3026994/
149,Ka To Cado,Lee,"Hong Kong, China",Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Ka-To-Cado-3026997/
149,James Paul,Hood,"Hong Kong, China",Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HOOD-James-Paul-3026998/
149,Max Cameron,Denmark,"Hong Kong, China",Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DENMARK-Max-Cameron-3027007/
149,Lee Ross,Jones,"Hong Kong, China",Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JONES-Lee-Ross-3027008/
149,Liam Thomas,Herbert,"Hong Kong, China",Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HERBERT-Liam-Thomas-3027009/
149,Benjamin Reihana,Rimene,"Hong Kong, China",Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RIMENE-Benjamin-Reihana-3027010/
149,Hugo Eden,Stiles,"Hong Kong, China",Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/STILES-Hugo-Eden-3027012/
149,Yuichi,Hosoda,Japan,Triathlon,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HOSODA-Yuichi-3027107/
149,YUN CHOL,OM,DPR Korea,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OM-Yun-Chol-3027527/
149,KANG CHOL,O,DPR Korea,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/O-Kang-Chol-3027531/
149,JON WI,CHOE,DPR Korea,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHOE-Jon-Wi-3027532/
149,BEKHBAYAR,ERDENEBAT,Mongolia,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ERDENEBAT-Bekhbayar-3028109/
149,MINSUNG,KANG,Republic of Korea,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KANG-Minsung-3028606/
149,Mirsaeid,Marouflankrani,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MAROUFLANKRANI-Mirsaeid-3028894/
149,Milad,Ebadipour Gharahassanlou,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/EBADIPOUR-GHARAHASSANLOU-Milad-3028899/
149,Farhad,Ghaemi,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GHAEMI-Farhad-3028900/
149,Seyedmohammad,Mousavieraghi,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MOUSAVIERAGHI-Seyedmohammad-3028904/
149,Ali,Shafiei,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHAFIEI-Ali-3028905/
149,Mahdi,Marandi,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MARANDI-Mahdi-3028910/
149,Amir,Ghafour,IR Iran,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GHAFOUR-Amir-3028912/
149,MIRHASHEM,HOSSEINI,IR Iran,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HOSSEINI-Mirhashem-3029233/
149,SAEID,RAJABI,IR Iran,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RAJABI-Saeid-3029255/
149,Darkhan,Nortayev,Kazakhstan,Ju-Jitsu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NORTAYEV-Darkhan-3029365/
149,Ruslan,Israilov,Kazakhstan,Ju-Jitsu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ISRAILOV-Ruslan-3029371/
149,BAGLAN,IBRAGIM,Kazakhstan,Sambo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/IBRAGIM-Baglan-3029398/
149,Yevgeniy,Medvedev,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MEDVEDEV-Yevgeniy-3029558/
149,Miras,Aubakirov,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AUBAKIROV-Miras-3029560/
149,Roman,Pilipenko,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PILIPENKO-Roman-3029561/
149,Yulian,Verdesh,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/VERDESH-Yulian-3029563/
149,Pavel,Lipilin,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIPILIN-Pavel-3029564/
149,Ravil,Manafov,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MANAFOV-Ravil-3029565/
149,Mikhail,Ruday,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RUDAY-Mikhail-3029566/
149,Rustam,Ukumanov,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/UKUMANOV-Rustam-3029567/
149,Murat,Shakenov,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHAKENOV-Murat-3029568/
149,Valeriy,Shlemov,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHLEMOV-Valeriy-3029569/
149,Alexey,Shmider,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHMIDER-Alexey-3029570/
149,Ruslan,Akhmetov,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AKHMETOV-Ruslan-3029572/
149,Hamad,Nawad,United Arab Emirates,Ju-Jitsu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NAWAD-Hamad-3029627/
149,SAURABH,CHAUDHARY,India,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHAUDHARY-Saurabh-3029947/
149,ALI,ABDULAZIZ,Kuwait,Karate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ABDULAZIZ-Ali-3029970/
149,ALI,ALKHORAFI,Kuwait,Equestrian,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALKHORAFI-Ali-3029976/
149,Altay,Altayev,Kazakhstan,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALTAYEV-Altay-3030011/
149,PRANAB,BARDHAN,India,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BARDHAN-Pranab-3030114/
149,DAIKI,IMANO,Japan,Golf,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/IMANO-Daiki-3030137/
149,TAKUMI,KANAYA,Japan,Golf,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KANAYA-Takumi-3030139/
149,SHIBHNATH,SARKAR,India,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SARKAR-Shibhnath-3030152/
149,HADI,OSHTORAK,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OSHTORAK-Hadi-3030258/
149,FAZEL,ATRACHALI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ATRACHALI-Fazel-3030259/
149,ABOLFAZL,MAGHSODLOUMAHALI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MAGHSODLOUMAHALI-Abolfazl-3030260/
149,MOHSEN,MAGHSOUDLOUJAFARI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MAGHSOUDLOUJAFARI-Mohsen-3030261/
149,MOHAMMADESMAEIL,MAGHSOUDLOUMAHALLI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MAGHSOUDLOUMAHALLI-Mohammadesmaeil-3030262/
149,HAMID,MIRZAEINADER,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MIRZAEINADER-Hamid-3030268/
149,ABOZAR,MOHAJERMIGHANI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MOHAJERMIGHANI-Abozar-3030269/
149,MOHAMMADAMIN,NOSRATI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NOSRATI-Mohammadamin-3030280/
149,MOHAMMADESMAEIL,NABIBAKHSH,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NABIBAKHSH-Mohammadesmaeil-3030283/
149,MEISAM,ABBASI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ABBASI-Meisam-3030284/
149,MOHAMMAD,GHORBANI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GHORBANI-Mohammad-3030286/
149,MOHAMMAD,MALAK,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MALAK-Mohammad-3030287/
149,MANSOUR,ALRASHIDI,Kuwait,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALRASHIDI-Mansour-3030601/
149,JIE,LI,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Jie-3103514/
149,QIANG,WU,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WU-QIANG-9957201/
149,Alessandro,Nardoni,"Hong Kong, China",Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NARDONI-Alessandro-9957401/
149,Eric,Kwok,"Hong Kong, China",Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KWOK-Eric-9957402/
149,Yiu,Salom,"Hong Kong, China",Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SALOM-Yiu-9957403/
564,RYOSUKE,IRIE,Japan,Swimming,0,5,0,5,https://en.asiangames2018.id/athletes/athlete/IRIE-Ryosuke-3026138/
565,Muhammed Anas,Yahiya,India,Athletics,0,3,0,3,https://en.asiangames2018.id/athletes/athlete/YAHIYA-Muhammed-Anas-3005712/
565,Shogo,Nonomura,Japan,Artistic Gymnastics,0,3,0,3,https://en.asiangames2018.id/athletes/athlete/NONOMURA-Shogo-3024850/
565,IPPEI,WATANABE,Japan,Swimming,0,3,0,3,https://en.asiangames2018.id/athletes/athlete/WATANABE-Ippei-3026187/
568,XINJIE,JI,China,Swimming,0,2,2,4,https://en.asiangames2018.id/athletes/athlete/JI-Xinjie-3008776/
568,HARAM,WOO,Republic of Korea,Diving,0,2,2,4,https://en.asiangames2018.id/athletes/athlete/WOO-Haram-3016587/
570,Dharun,Ayyasamy,India,Athletics,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/AYYASAMY-Dharun-3000689/
570,FOUAAD,MIRZA,India,Equestrian,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/MIRZA-Fouaad-3004992/
570,,Arokiarajiv,India,Athletics,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/AROKIARAJIV-3005700/
570,ZHIYONG,QIAN,China,Swimming,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/QIAN-Zhiyong-3008832/
570,WOOSEOK,LEE,Republic of Korea,Archery,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/LEE-Wooseok-3011442/
570,YEONGNAM,KIM,Republic of Korea,Diving,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/KIM-Yeongnam-3016589/
