rank,name,surname,country,sport,gold,silver,bronze,medals,url
132,Shihori,Oikawa,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OIKAWA-Shihori-3025665/
132,Mayumi,Ono,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ONO-Mayumi-3025666/
132,Akiko,Ota,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OTA-Akiko-3025667/
132,Maho,Segawa,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SEGAWA-Maho-3025669/
132,Minami,Shimizu,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHIMIZU-Minami-3025670/
132,Akio,Tanaka,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TANAKA-Akio-3025671/
132,Aki,Yamada,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAMADA-Aki-3025676/
132,JACQUELINE WING YING,SIU,"Hong Kong, China",Equestrian,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SIU-Jacqueline-Wing-Ying-3025762/
132,KIYOU,SHIMIZU,Japan,Karate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHIMIZU-Kiyou-3025820/
132,AYUMI,UEKUSA,Japan,Karate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/UEKUSA-Ayumi-3025823/
132,Haruka,FUNAKUBO,Japan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/FUNAKUBO-Haruka-3025832/
132,Nami,NABEKURA,Japan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NABEKURA-Nami-3025845/
132,Ruika,SATO,Japan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SATO-Ruika-3025858/
132,Shiho,TANAKA,Japan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TANAKA-Shiho-3025865/
132,Natsumi,TSUNODA,Japan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TSUNODA-Natsumi-3025871/
132,HARUKA,AGATSUMA,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AGATSUMA-Haruka-3025877/
132,MANA,ATSUMI,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ATSUMI-Mana-3025878/
132,YAMATO,FUJITA,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/FUJITA-Yamato-3025879/
132,YUKARI,HAMAMURA,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HAMAMURA-Yukari-3025880/
132,NODOKA,HARADA,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HARADA-Nodoka-3025881/
132,YUKA,ICHIGUCHI,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ICHIGUCHI-Yuka-3025882/
132,KYOKO,ISHIKAWA,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ISHIKAWA-Kyoko-3025883/
132,HITOMI,KAWABATA,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KAWABATA-Hitomi-3025885/
132,MISATO,KAWANO,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KAWANO-Misato-3025886/
132,NOZOMI,NAGASAKI,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NAGASAKI-Nozomi-3025887/
132,MINORI,NAITO,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NAITO-Minori-3025888/
132,NATSUKO,SUGAMA,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SUGAMA-Natsuko-3025890/
132,YUKIKO,UENO,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/UENO-Yukiko-3025891/
132,ERI,YAMADA,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAMADA-Eri-3025892/
132,YU,YAMAMOTO,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAMAMOTO-Yu-3025893/
132,SAORI,YAMAUCHI,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAMAUCHI-Saori-3025894/
132,SAKI,YAMAZAKI,Japan,Softball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAMAZAKI-Saki-3025895/
132,Manami,Doi,Japan,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DOI-Manami-3025973/
132,Yoshida,Ai,Japan,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AI-Yoshida-3025998/
132,Yoshioka,Miho,Japan,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MIHO-Yoshioka-3025999/
132,AI,SOMA,Japan,Swimming,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SOMA-Ai-3026175/
132,Yuka,Sato,Japan,Triathlon,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SATO-Yuka-3027125/
132,MISAKI,HANGAI,Japan,Soft Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HANGAI-Misaki-3027198/
132,RURIKA,KUROKI,Japan,Soft Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KUROKI-Rurika-3027214/
132,KURUMI,ONOUE,Japan,Soft Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ONOUE-Kurumi-3027231/
132,SONG GUM,RI,DPR Korea,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RI-Song-Gum-3027535/
132,UN SIM,RIM,DPR Korea,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RIM-Un-Sim-3027537/
132,HYO SIM,KIM,DPR Korea,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Hyo-Sim-3027540/
132,JONG SIM,RIM,DPR Korea,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RIM-Jong-Sim-3027541/
132,KUK HYANG,KIM,DPR Korea,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Kuk-Hyang-3027542/
132,YONG MI,PAK,DPR Korea,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PAK-Yong-Mi-3027550/
132,MYONG SUK,JONG,DPR Korea,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JONG-Myong-Suk-3027552/
132,NARANTSETSEG,GANBAATAR,Mongolia,Sambo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GANBAATAR-Narantsetseg-3028001/
132,ORKHON,PUREVDORJ,Mongolia,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PUREVDORJ-Orkhon-3028125/
132,Siyu,Wang,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Siyu-3028693/
132,Olga,Rypakova,Kazakhstan,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RYPAKOVA-Olga-3029144/
132,DILDASH,KURYSHBAYEVA,Kazakhstan,Sambo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KURYSHBAYEVA-Dildash-3029409/
132,Hazuki,Nagai,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NAGAI-Hazuki-3030135/
132,Sara,YAMAMOTO,Japan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAMAMOTO-Sara-3030150/
132,Kira,Sung,Republic of Korea,Ju-Jitsu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SUNG-Kira-3030159/
132,FARIDEH,ZARIF DOOST,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZARIF-DOOST-Farideh-3030389/
132,RAHELEH,NADERI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NADERI-Raheleh-3030393/
132,ROYA,DAVOUDIANKHAN,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DAVOUDIANKHAN-Roya-3030398/
132,AZADEH,SAIDISIAHBIDI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SAIDISIAHBIDI-Azadeh-3030400/
132,FATEMEH,KARAMI KHATOUNBAN,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KARAMI-KHATOUNBAN-Fatemeh-3030401/
132,GHAZAL,KHALAJ,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KHALAJ-Ghazal-3030403/
132,MAHBOOBEH,SANCHOOLI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SANCHOOLI-Mahboobeh-3030405/
132,ZAHRA,KARIMI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KARIMI-Zahra-3030407/
132,ZAHRA,ABBASI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ABBASI-Zahra-3030411/
132,SAMIRA,ATARODIAN,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ATARODIAN-Samira-3030415/
132,SEDIGHEH,JAFARI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JAFARI-Sedigheh-3030417/
132,SAEIDEH,JAFARIKOOCHI,IR Iran,Kabaddi,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JAFARIKOOCHI-Saeideh-3111577/
132,Liwei,Yang,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YANG-Liwei-9951431/
132,Hikari,Takagi,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TAKAGI-Hikari-9953733/
132,YU,Nakasato,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NAKASATO-YU-9953734/
132,Di,Yao,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAO-Di-9960630/
132,Fang,Duan,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DUAN-Fang-9960631/
475,HYEJIN,LEE,Republic of Korea,Cycling Track,0,2,1,3,https://en.asiangames2018.id/athletes/athlete/LEE-Hyejin-3013060/
475,MINJUNG,KIM,Republic of Korea,Shooting,0,2,1,3,https://en.asiangames2018.id/athletes/athlete/KIM-Minjung-3017812/
477,Dutee,Chand,India,Athletics,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/CHAND-Dutee-3000718/
477,NAZANIN,RAHMANI,IR Iran,Rowing,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/RAHMANI-Nazanin-3003133/
477,MARYAM,OMIDIPARSA,IR Iran,Rowing,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/OMIDIPARSA-Maryam-3003140/
477,Sabina,Tashkenbaeva,Uzbekistan,Rhythmic Gymnastics,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/TASHKENBAEVA-Sabina-3004915/
477,KAYA,ISA,Japan,Skateboard,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/ISA-Kaya-3006674/
477,YITING,FU,China,Fencing,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/FU-Yiting-3008089/
477,HONG,WANG,China,Cycling Track,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/WANG-Hong-3010287/
477,YAQI,SHAO,China,Fencing,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/SHAO-Yaqi-3011051/
477,HYEGYEONG,MUN,Republic of Korea,Soft Tennis,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/MUN-Hyegyeong-3014899/
477,YUKIKO,INUI,Japan,Artistic Swimming,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/INUI-Yukiko-3025897/
477,MEGUMU,YOSHIDA,Japan,Artistic Swimming,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/YOSHIDA-Megumu-3025905/
477,SACHI,MOCHIDA,Japan,Swimming,0,2,0,2,https://en.asiangames2018.id/athletes/athlete/MOCHIDA-Sachi-3026154/
489,NUR DHABITAH,SABRI,Malaysia,Diving,0,1,2,3,https://en.asiangames2018.id/athletes/athlete/SABRI-Nur-Dhabitah-3005309/
489,Yongli,Wei,China,Athletics,0,1,2,3,https://en.asiangames2018.id/athletes/athlete/WEI-Yongli-3009622/
489,RIKA,WIJAYANTI,Indonesia,Paragliding,0,1,2,3,https://en.asiangames2018.id/athletes/athlete/WIJAYANTI-Rika-3017804/
489,CAMILLE LILY MEI,CHENG,"Hong Kong, China",Swimming,0,1,2,3,https://en.asiangames2018.id/athletes/athlete/CHENG-Camille-Lily-Mei-3025402/
489,HANG YU,SZE,"Hong Kong, China",Swimming,0,1,2,3,https://en.asiangames2018.id/athletes/athlete/SZE-Hang-Yu-3025425/
489,WAKA,KOBORI,Japan,Swimming,0,1,2,3,https://en.asiangames2018.id/athletes/athlete/KOBORI-Waka-3026142/
495,THI XUYEN,DUONG,Vietnam,Sepaktakraw,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/DUONG-Thi-Xuyen-3001044/
495,THI HIEN,GIAP,Vietnam,Sepaktakraw,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/GIAP-Thi-Hien-3001045/
495,THI QUYEN,NGUYEN,Vietnam,Sepaktakraw,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/NGUYEN-Thi-Quyen-3001046/
495,THI MY,NGUYEN,Vietnam,Sepaktakraw,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/NGUYEN-Thi-My-3001047/
495,THI PHUONG TRINH,NGUYEN,Vietnam,Sepaktakraw,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/NGUYEN-Thi-Phuong-Trinh-3001092/
495,THI HOA,HOANG,Vietnam,Sepaktakraw,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/HOANG-Thi-Hoa-3001093/
495,DILNOZA,RAKHMATOVA,Uzbekistan,Canoe/Kayak Sprint,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/RAKHMATOVA-Dilnoza-3001239/
495,EKATERINA,SHUBINA,Uzbekistan,Canoe/Kayak Sprint,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/SHUBINA-Ekaterina-3001268/
495,YULIYA,BORZOVA,Uzbekistan,Canoe/Kayak Sprint,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/BORZOVA-Yuliya-3001298/
495,MARYAM,KARAMI,IR Iran,Rowing,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/KARAMI-Maryam-3003170/
495,TARISTCHOLLATORN,CHODCHOY,Thailand,Bridge,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/CHODCHOY-Taristchollatorn-3004047/
495,Thi Lan,Quach,Vietnam,Athletics,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/QUACH-Thi-Lan-3004317/
495,CHIACHEN,CHOU,Chinese Taipei,Bowling,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/CHOU-Chiachen-3007020/
495,HSINYI,TSAI,Chinese Taipei,Bowling,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/TSAI-Hsinyi-3007023/
495,YUFEN,PAN,Chinese Taipei,Bowling,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/PAN-Yufen-3007026/
495,JOSHANA,CHINAPPA,India,Squash,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/CHINAPPA-Joshana-3007595/
495,DIPIKA PALLIKAL,KARTHIK,India,Squash,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/KARTHIK-Dipika-Pallikal-3007612/
495,SIVASANGARI,SUBRAMANIAM,Malaysia,Squash,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/SUBRAMANIAM-Sivasangari-3007623/
495,TING YING,HUANG,Chinese Taipei,Cycling Road,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/HUANG-Ting-Ying-3008957/
495,QINGFENG,WU,China,Swimming,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/WU-Qingfeng-3009454/
495,JIALI,LIU,China,Cycling Track,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/LIU-Jiali-3010245/
495,XIAOFEI,WANG,China,Cycling Track,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/WANG-Xiaofei-3010297/
495,DONGPING,HUANG,China,Badminton,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/HUANG-Dongping-3010965/
495,Aminat,Jamal,Bahrain,Athletics,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/JAMAL-Aminat-3010988/
495,WENBO,LIU,China,Golf,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/LIU-Wenbo-3012156/
495,INJEONG,CHOI,Republic of Korea,Fencing,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/CHOI-Injeong-3012861/
495,Seongyeon,KIM,Republic of Korea,Judo,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/KIM-Seongyeon-3013187/
495,Minjeong,KIM,Republic of Korea,Judo,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/KIM-Minjeong-3013196/
495,JIYEON,KIM,Republic of Korea,Soft Tennis,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/KIM-Jiyeon-3014904/
495,LIS,ANDRIANA,Indonesia,Paragliding,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/ANDRIANA-Lis-3017805/
495,IKE,AYU WULANDARI,Indonesia,Paragliding,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/AYU-WULANDARI-Ike-3017806/
495,RISKA,ANDRIYANI,Indonesia,Canoe/Kayak Sprint,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/ANDRIYANI-Riska-3019645/
495,Stephanie,Mawuli,Japan,Basketball 3x3,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/MAWULI-Stephanie-3023944/
495,ERI,YONAMINE,Japan,Cycling Road,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/YONAMINE-Eri-3024132/
495,HOI SHUN STEPHANIE,AU,"Hong Kong, China",Swimming,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/AU-Hoi-Shun-Stephanie-3025399/
495,KIN LOK,CHAN,"Hong Kong, China",Swimming,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/CHAN-Kin-Lok-3025401/
495,HOI LAM,TAM,"Hong Kong, China",Swimming,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/TAM-Hoi-Lam-3025426/
495,JAMIE ZHEN MEI,YEUNG,"Hong Kong, China",Swimming,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/YEUNG-Jamie-Zhen-Mei-3025434/
495,HOI NING,YEUNG,"Hong Kong, China",Bridge,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/YEUNG-Hoi-Ning-3025922/
495,PUI YI PEARLIE,CHAN,"Hong Kong, China",Bridge,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/CHAN-Pui-Yi-Pearlie-3025923/
495,Rye Yong,Pyon,DPR Korea,Artistic Gymnastics,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/PYON-Rye-Yong-3027594/
495,Jang Mi,Jon,DPR Korea,Artistic Gymnastics,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/JON-Jang-Mi-3027597/
495,MI RAE,KIM,DPR Korea,Diving,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/KIM-Mi-Rae-3027636/
495,Gulzhan,ISSANOVA,Kazakhstan,Judo,0,1,1,2,https://en.asiangames2018.id/athletes/athlete/ISSANOVA-Gulzhan-3029352/
539,ROZITA,ALIPOURKESHKA,IR Iran,Karate,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/ALIPOURKESHKA-Rozita-3000382/
539,TARAVAT,KHAKSAR,IR Iran,Karate,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/KHAKSAR-Taravat-3000392/
539,,Savita,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/SAVITA-3000548/
539,Rajani,Etimarpu,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/ETIMARPU-Rajani-3000549/
539,Deep Grace,Ekka,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/EKKA-Deep-Grace-3000551/
539,Sunita,Lakra,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/LAKRA-Sunita-3000553/
539,Gurjit ,Kaur,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/KAUR-Gurjit-3000554/
539,Namita,Toppo,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/TOPPO-Namita-3000560/
539,Nikki,Pradhan,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/PRADHAN-Nikki-3000561/
539,Navjot ,Kaur,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/KAUR-Navjot-3000566/
539,,Monika,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/MONIKA-3000575/
539,Lilima,Minz,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/MINZ-Lilima-3000576/
539,Neha,Goyal,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/GOYAL-Neha-3000577/
539,,Udita,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/UDITA-3000578/
539,,Rani,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/RANI-3000582/
539,Vandana,Katariya,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/KATARIYA-Vandana-3000583/
539,Reena,Khokhar,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/KHOKHAR-Reena-3000585/
539,,Lalremsiami,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/LALREMSIAMI-3000590/
539,Navneet ,Kaur,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/KAUR-Navneet-3000593/
539,,Deepika,India,Hockey,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/DEEPIKA-3000634/
539,Neena,Varakil,India,Athletics,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/VARAKIL-Neena-3000753/
539,OMADOY,OTAKUZIYEVA,Uzbekistan,Weightlifting,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/OTAKUZIYEVA-Omadoy-3000798/
539,Sudha,Singh,India,Athletics,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/SINGH-Sudha-3000808/
539,DARYA,LATISHEVA,Uzbekistan,Wushu,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/LATISHEVA-Darya-3000842/
539,MADINABONU,MANNOPOVA,Uzbekistan,Taekwondo,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/MANNOPOVA-Madinabonu-3001033/
539,SHAHRBANO,MANSOURIYAN SEMIROMI,IR Iran,Wushu,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/MANSOURIYAN-SEMIROMI-Shahrbano-3001129/
539,ELAHEH,MANSORYAN SAMIROUMI,IR Iran,Wushu,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/MANSORYAN-SAMIROUMI-Elaheh-3001132/
539,NILUFAR,ZOKIROVA,Uzbekistan,Canoe/Kayak Sprint,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/ZOKIROVA-Nilufar-3001251/
539,ZAHRA,KIANI,IR Iran,Wushu,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/KIANI-Zahra-3001286/
539,JYOTHI SUREKHA,VENNAM,India,Archery,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/VENNAM-Jyothi-Surekha-3001366/
539,MUSKAN,KIRAR,India,Archery,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/KIRAR-Muskan-3001373/
539,Nurinisso,Usmanova,Uzbekistan,Rhythmic Gymnastics,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/USMANOVA-Nurinisso-3001690/
539,Dildora,Rakhmatova,Uzbekistan,Rhythmic Gymnastics,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/RAKHMATOVA-Dildora-3001691/
539,Nadiya,Dusanova,Uzbekistan,Athletics,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/DUSANOVA-Nadiya-3001762/
539,Parinya,Chuaimaroeng,Thailand,Athletics,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/CHUAIMAROENG-Parinya-3002022/
539,Chayanisa,Chomchuendee,Thailand,Athletics,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/CHOMCHUENDEE-Chayanisa-3002037/
539,,SAKSHI KUMARI,India,Kabaddi,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/SAKSHI-KUMARI-3002311/
539,,KAVITA,India,Kabaddi,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/KAVITA-3002316/
539,PAYEL,CHOWDHURY,India,Kabaddi,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/CHOWDHURY-Payel-3002339/
539,,MANPREET KAUR,India,Kabaddi,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/MANPREET-KAUR-3002358/
539,,PRIYANKA,India,Kabaddi,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/PRIYANKA-3002404/
539,RITU,NEGI,India,Kabaddi,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/NEGI-Ritu-3002409/
539,SAYALI SANJAY,KERIPALE,India,Kabaddi,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/KERIPALE-Sayali-Sanjay-3002410/
539,SONALI VISHNU,SHINGATE,India,Kabaddi,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/SHINGATE-Sonali-Vishnu-3002411/
539,V. SINDHU,PUSARLA,India,Badminton,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/PUSARLA-V-Sindhu-3002849/
539,YI,LI,"Macau, China",Wushu,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Yi-3003109/
539,MAHSA,JAVAR,IR Iran,Rowing,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/JAVAR-Mahsa-3003127/
539,NAZANIN,MALAEI,IR Iran,Rowing,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/MALAEI-Nazanin-3003131/
539,BAKHRINISO,BABAEVA,Uzbekistan,Karate,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/BABAEVA-Bakhriniso-3003322/
539,THI HUE,PHAM,Vietnam,Rowing,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/PHAM-Thi-Hue-3003342/
539,THI AN,TRAN,Vietnam,Rowing,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/TRAN-Thi-An-3003344/
539,THI HAO,DINH,Vietnam,Rowing,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/DINH-Thi-Hao-3003345/
539,THI HIEN,LE,Vietnam,Rowing,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/le-Thi-Hien-3003346/
539,HEDIYE,KAZEMI,IR Iran,Canoe/Kayak Sprint,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/KAZEMI-Hediye-3003446/
539,SUKANYA,SRISURAT,Thailand,Weightlifting,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/SRISURAT-Sukanya-3003703/
539,CHODCHOY,SOPHONPANICH,Thailand,Bridge,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/SOPHONPANICH-Chodchoy-3004049/
539,KANOKPORN,JANEBUNJONG,Thailand,Bridge,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/JANEBUNJONG-Kanokporn-3004052/
539,LUKSIKA,KUMKHUM,Thailand,Tennis,0,1,0,1,https://en.asiangames2018.id/athletes/athlete/KUMKHUM-Luksika-3004656/
